customer_id,order_id,product_id,product_qty
RFQ-28525,EET-4963,90-666-4404,10
ZKR-28546,EET-7560,02-854-7835,17
ZKR-28546,EET-7560,42-587-9574,6
BRA-14801,EFL-1371,61-635-3666,3
BIY-61464,EFL-9313,32-729-7726,1
BIY-61464,EFL-9313,50-386-0005,20
HSB-89545,EFW-2739,32-456-1132,15
HSB-89545,EFW-2739,94-244-0084,2
LIC-37864,EFW-9493,61-237-7918,17
AAN-28190,EGN-7193,67-806-5227,14
AAN-28190,EGN-7461,50-176-4803,4
CEH-76229,EGN-8237,02-181-7262,8
CEH-76229,EGN-8237,27-693-0330,9
CSX-45498,EGN-9012,80-828-0506,1
QEL-73614,EKS-2947,02-722-7574,18
LKO-10091,EKS-9120,24-097-5866,20
LKO-10091,EKS-9120,11-909-9390,5
FCF-82879,ELR-2487,82-228-4968,16
GOK-32300,ELR-2695,33-714-5807,17
GOK-32300,ELR-2695,39-315-0386,13
YPV-99461,ENJ-2000,08-464-1767,4
YPV-99461,ENJ-2000,74-241-1555,17
UJG-93488,EOX-3072,77-132-0165,18
UJG-93488,EOX-3072,87-383-8756,12
VEY-83651,EQJ-4082,49-434-9174,6
VEY-83651,EQJ-4082,30-740-9118,12
FNG-65785,EQS-3072,48-986-2953,7
FNG-65785,EQS-3072,61-452-6405,1
FNG-65785,EQS-3072,66-120-6138,2
HTI-35044,EQS-4690,88-020-4165,6
MAN-10244,ERS-1685,74-241-1555,18
MAN-10244,ERS-1685,32-532-0956,2
MAN-10244,ERS-1685,25-040-8775,11
RFM-18581,ERS-7904,29-901-6079,8
RFM-18581,ERS-7904,47-233-6774,18
YOX-67142,ERT-4184,94-291-1218,9
YOX-67142,ERT-4184,00-064-2295,13
YOX-67142,ERT-4184,65-778-0355,6
NRZ-66083,ERU-1269,71-967-0647,17
NRZ-66083,ERU-1269,14-651-7055,3
TNT-21649,ERU-3274,18-584-8160,19
TNT-21649,ERU-3274,07-845-2064,19
UQG-20491,EST-7768,24-323-4869,7
UQG-20491,EST-7768,01-050-1010,12
UQG-20491,EST-7768,60-047-1175,19
YDY-00239,ESY-1931,69-770-5691,20
YDY-00239,ESY-1931,66-484-6519,6
DTO-70277,EUQ-6528,53-357-6116,18
DTO-70277,EUQ-6528,19-856-9562,2
FFA-31312,EUQ-9835,56-727-7912,20
FFA-31312,EUQ-9835,31-597-8346,17
PSF-02302,EUZ-4443,14-423-2681,9
KYG-48550,EUZ-7821,47-386-6141,13
KYG-48550,EUZ-7821,71-967-0647,7
MLH-46206,EVC-7619,79-787-7449,15
MLH-46206,EVC-7619,16-113-8913,13
IQS-64806,EVC-8266,36-017-1691,19
IQS-64806,EVC-8266,79-655-9737,17
IQS-64806,EVC-8266,04-337-2891,9
LKO-10091,EVL-1731,48-647-8229,19
LKO-10091,EVL-1731,17-034-5155,17
HTU-65749,EVL-3741,60-285-3062,12
HTU-65749,EVL-3741,94-304-1665,10
WIR-56372,EVS-8825,97-894-2164,18
WIR-56372,EVS-8825,39-155-7466,13
WIR-56372,EVS-8825,11-590-2260,18
MSW-94424,EVZ-6721,76-486-8534,20
MSW-94424,EVZ-6721,36-017-1691,13
IWL-78224,EVZ-8032,58-573-0727,6
IWL-78224,EVZ-8032,39-264-5664,15
IWL-78224,EVZ-8032,25-250-5027,5
ZLR-94414,EVZ-9488,12-264-5304,2
ZLR-94414,EVZ-9488,33-162-0979,10
QQW-02433,EWK-2519,63-379-2576,9
QQW-02433,EWK-2519,00-189-3792,12
QQW-02433,EWK-2519,68-048-0405,17
YQO-96638,EWK-5237,11-736-1055,2
KZH-92587,EXR-1580,46-384-5593,3
HMV-04314,EXR-9464,42-811-3974,14
HMV-04314,EXR-9464,51-783-5050,13
FAN-11590,EYP-7231,18-987-0096,17
FAN-11590,EYP-7231,87-174-4194,11
FAN-11590,EYP-7231,39-647-4050,6
GOC-19908,EYP-8136,36-109-6627,12
XIO-34283,EYW-5264,09-651-6312,19
XIO-34283,EYW-5264,29-244-0977,12
XIO-34283,EYW-5264,71-418-9426,1
NSN-43932,EZG-1941,37-384-5262,16
NSN-43932,EZG-1941,37-601-6646,11
JPN-03467,EZG-4739,50-933-2934,8
JPN-03467,EZG-4739,78-313-1319,12
HML-31384,EZL-1343,26-120-2859,20
HML-31384,EZL-1343,08-440-3373,11
KWB-69863,EZL-1961,79-812-8067,4
OWM-68843,EZW-4349,52-743-0485,20
KKC-76152,EZW-7775,92-244-9042,16
KKC-76152,EZW-7775,20-310-3444,1
KKC-76152,EZW-7775,94-218-6034,15
VYV-53126,FBI-4125,83-757-0080,8
OXZ-74933,FBI-5826,84-431-7696,19
OXZ-74933,FBI-5826,61-201-0221,3
ERK-10054,FCV-2770,05-987-7938,1
ERK-10054,FCV-2770,63-150-6353,20
ERK-10054,FCV-2770,92-903-1283,8
GIC-61064,FCV-8062,24-450-4465,8
TDK-54609,FDA-4729,32-473-2526,1
TDK-54609,FDA-4729,07-181-3204,11
PDR-60940,FDS-2600,27-276-7888,12
PDR-60940,FDS-2600,38-859-3907,20
WEU-09776,FDS-4013,00-046-2275,10
SWR-22948,FEX-0222,84-206-1187,16
SWR-22948,FEX-0222,37-753-2329,11
ZSE-60594,FFA-9505,04-399-5905,20
ZSE-60594,FFA-9505,35-021-8505,20
OKK-71392,FFD-2139,99-433-2917,17
OKK-71392,FFD-2139,47-522-3069,12
UXO-56285,FFD-9157,25-040-8775,9
UXO-56285,FFD-9157,83-908-2922,13
GAE-67331,FFG-2338,71-722-2308,8
GAE-67331,FFG-2338,99-685-9600,15
GAE-67331,FFG-2338,77-132-0165,9
IWL-78224,FFG-4843,86-872-8529,10
IWL-78224,FFG-4843,43-270-8633,10
LSO-35724,FFT-2192,17-050-4985,9
HWB-70048,FFT-8410,65-670-3955,8
HWB-70048,FFT-8410,14-203-4431,15
INP-93845,FFW-3006,60-629-3357,7
FUE-17081,FFW-6197,25-743-5797,6
FUE-17081,FFW-6197,78-788-1626,2
AEP-92106,FGE-3992,76-952-2717,19
AEP-92106,FGE-3992,78-246-9429,3
AEP-92106,FGE-3992,04-284-9156,3
AEZ-15238,FGE-6033,71-037-7529,3
AEZ-15238,FGE-6033,13-161-9322,4
FLF-90589,FGI-8849,32-729-7726,4
FLF-90589,FGI-8849,29-069-4548,12
ECY-09203,FGI-9842,42-587-9574,10
ECY-09203,FGI-9842,67-663-8561,14
ECY-09203,FGI-9842,15-718-1031,10
ECY-09203,FGI-9842,68-339-7875,7
LSP-41166,FGO-7934,76-222-6907,9
LSP-41166,FGO-7934,70-345-5629,10
QSC-51708,FGO-9926,20-623-1539,19
QGM-02495,FHE-1016,01-918-3378,7
QGM-02495,FHE-1016,37-298-3743,18
LMU-78759,FHE-8338,76-486-8534,20
LMU-78759,FHE-8338,82-449-1798,16
SVK-49653,FHF-8744,18-960-4157,16
SVK-49653,FHF-8744,42-811-3974,7
IDM-02996,FIP-3626,60-047-1175,16
IDM-02996,FIP-3626,43-786-6628,19
IDM-02996,FIP-3626,46-242-1736,10
MAD-00375,FIP-8620,60-285-3062,13
MAD-00375,FIP-8620,69-269-0501,5
RLL-46382,FJA-3695,59-050-0448,12
RLL-46382,FJA-3695,78-313-1319,12
FZP-20032,FJE-1195,27-966-6139,15
ELR-67861,FJE-6752,27-276-7888,17
ELR-67861,FJE-6752,77-210-7646,6
OWM-68843,FJI-2081,97-383-2296,7
OWM-68843,FJI-2081,38-842-1342,17
VQJ-63757,FJI-9961,91-234-6234,15
QJF-53127,FJX-6643,12-885-6135,20
QJF-53127,FJX-6643,77-741-3022,19
YEP-68998,FJX-7580,68-669-7046,1
YEP-68998,FJX-7580,45-373-3663,18
SOT-54635,FJZ-8664,82-290-0169,14
SOT-54635,FJZ-8664,52-977-0407,3
SOT-54635,FJZ-8664,09-108-5554,20
WSS-89437,FKQ-9154,89-330-8496,16
WSS-89437,FKQ-9154,48-209-8487,1
WSS-89437,FKQ-9154,84-506-7216,10
WHI-38063,FLQ-5436,63-379-2576,3
WHI-38063,FLQ-5436,62-923-7406,20
WHI-38063,FLQ-5436,47-438-3089,4
ZSZ-97439,FLW-8500,29-609-8516,4
ZSZ-97439,FLW-8500,14-130-9078,11
LMU-78759,FME-1120,63-016-4287,17
LMU-78759,FME-1120,34-628-8485,17
HTW-70988,FME-1994,71-037-7529,20
HTW-70988,FME-1994,47-438-3089,18
HTW-70988,FME-1994,24-323-4869,14
HTW-70988,FME-1994,94-289-6591,20
TMU-54039,FMI-6352,80-187-7283,14
TMU-54039,FMI-6352,81-774-2745,3
TMU-54039,FMI-6352,15-360-8711,3
MLH-46206,FNW-8412,39-841-8334,8
MLH-46206,FNW-8412,61-088-1041,15
MLH-46206,FNW-8412,65-254-5521,1
RRM-68277,FNW-8859,00-615-7808,13
RJX-59133,FOE-7064,76-903-3559,6
RJX-59133,FOE-7064,73-629-6365,13
SOD-35429,FOE-7274,24-499-8485,20
SOD-35429,FOE-7274,40-940-0123,18
ZTZ-48921,FOE-7969,41-597-9556,6
ZTZ-48921,FOE-7969,73-305-6433,12
URE-25665,FOQ-4652,14-967-6412,5
URE-25665,FOQ-4652,54-245-0160,20
URE-25665,FOQ-4652,52-416-2642,12
UAW-53168,FPS-9520,54-235-5990,11
UAW-53168,FPS-9520,87-108-0100,5
RJD-42100,FQL-0181,12-873-1718,7
RJD-42100,FQL-0181,40-677-5221,20
RJD-42100,FQL-0181,69-269-0501,17
ZQH-27598,FQL-7184,05-778-7730,14
ZEP-41850,FQM-3539,32-740-4812,4
RCG-19587,FQM-7105,87-654-9745,1
RCG-19587,FQM-7105,48-633-1857,19
RCG-19587,FQM-7105,65-814-7428,8
NSE-20975,FRH-4938,59-347-8183,14
NSE-20975,FRH-4938,39-354-0460,1
NSE-20975,FRH-4938,35-865-4616,16
TOT-87420,FRH-8254,41-066-9136,1
JIO-40700,FWK-2463,46-290-7950,9
JIO-40700,FWK-2463,31-879-2034,10
JIO-40700,FWK-2463,99-205-8775,10
NJU-39008,FWK-7898,99-926-9413,16
VSG-45761,FXC-2942,94-289-6591,14
VSG-45761,FXC-2942,60-583-8689,12
SBY-75706,FXS-2943,26-509-7486,9
SBY-75706,FXS-2943,40-517-6750,7
RSJ-25707,FXT-9747,07-347-7622,12
RSJ-25707,FXT-9747,45-984-6330,16
PPP-76997,FYF-2435,10-681-6417,12
PPP-76997,FYF-2435,50-784-5747,4
PPP-76997,FYF-2435,91-657-6963,12
PPP-76997,FYF-2435,68-339-7875,20
WXY-42655,FYF-7453,41-597-9556,12
WXY-42655,FYF-7453,67-663-8561,19
NRZ-66083,FYR-2163,71-488-2101,8
NRZ-66083,FYR-2163,62-215-1711,11
JPF-38185,FYR-5730,05-283-6501,19
JPF-38185,FYR-5730,44-663-8767,4
FLB-60456,FZS-0197,74-438-6408,7
FLB-60456,FZS-0197,38-859-3907,11
YTR-17385,FZS-2961,96-898-6534,1
YTR-17385,FZS-2961,00-189-3792,13
QRV-60561,FZS-3004,11-070-3495,3
QRV-60561,FZS-3004,61-517-4016,19
HMG-03762,FZS-8506,32-482-2312,11
JBJ-10889,FZX-1671,13-988-7154,9
JBJ-10889,FZX-1671,42-186-6656,7
GCK-20702,FZX-2175,93-813-6806,5
GCK-20702,FZX-2175,83-757-0080,5
GCK-20702,FZX-2175,14-407-7080,19
RLJ-24418,GAK-7387,65-670-3955,12
RLJ-24418,GAK-7387,85-608-2110,2
FHE-81934,GAO-3026,65-589-6508,3
FHE-81934,GAO-3026,80-635-9373,3
FHE-81934,GAO-3026,09-108-5554,8
FHE-81934,GAO-3026,76-564-6500,16
HCW-37454,GAO-9506,80-091-8007,17
GEP-35815,GCY-2390,84-298-4289,7
GEP-35815,GCY-2390,75-663-4897,20
EOU-65552,GCY-6469,75-021-9888,10
EOU-65552,GCY-6469,26-405-1029,6
EOU-65552,GCY-6469,98-633-2758,12
XYS-91170,GDI-2381,16-113-8913,4
FGG-98017,GDJ-6978,55-030-1575,5
DTZ-93560,GDJ-7137,15-497-2484,14
DTZ-93560,GDJ-7137,68-669-7046,9
DTZ-93560,GDJ-7137,06-149-6367,3
RRD-24873,GDK-2807,36-253-7557,13
MJA-98763,GDK-3265,19-856-9562,9
MJA-98763,GDK-3265,99-883-3205,4
VNI-97812,GDR-9613,45-373-3663,12
VNI-97812,GDR-9613,00-014-1314,8
XOH-81381,GDZ-2732,14-130-9078,6
PVX-71120,GDZ-3152,11-528-1672,5
PVX-71120,GDZ-3152,56-391-8989,7
TQX-30178,GFL-8891,89-827-1661,1
TQX-30178,GFL-8891,18-987-0096,4
TAW-20995,GIY-1764,46-850-5722,4
TAW-20995,GIY-1764,80-187-7283,10
NJG-83141,GIY-5782,34-581-3690,5
NJG-83141,GIY-5782,13-528-8160,15
NJG-83141,GIY-5782,36-017-1691,16
NJG-83141,GIY-5782,26-120-2859,17
LHM-97885,GKC-7741,81-046-6342,10
LHM-97885,GKC-7741,01-876-4818,12
PYB-17242,GKC-9238,63-389-8360,4
SYA-95712,GKR-8271,84-259-0089,2
SYA-95712,GKR-8271,47-937-5077,19
SYA-95712,GKR-8271,20-323-4061,4
TKP-27207,GKW-6949,48-647-8229,12
QWL-36165,GLC-4698,38-322-2938,1
QWL-36165,GLC-4698,84-485-2658,18
ZBE-31988,GLC-8735,50-784-5747,7
GEZ-08601,GMM-5537,35-364-7373,12
GEZ-08601,GMM-5537,26-064-2582,15
EQJ-03602,GMM-7938,76-365-0172,13
EQJ-03602,GMM-7938,53-526-0852,16
NPF-46161,GMY-1387,75-812-8157,14
NPF-46161,GMY-1387,07-996-3308,2
WZJ-48191,GMY-9367,64-928-2811,2
WZJ-48191,GMY-9367,93-138-2604,7
JLM-75527,GMY-9766,81-774-2745,1
JLM-75527,GMY-9766,99-926-9413,5
JLM-75527,GMY-9766,09-893-0868,8
WDI-49050,GNX-1908,17-034-5155,17
WDI-49050,GNX-1908,50-933-2934,14
WDI-49050,GNX-1908,52-481-2252,18
WHB-80863,GOP-9276,56-639-4120,18
WHB-80863,GOP-9276,67-806-5227,9
YXN-62968,GPA-3178,80-112-3726,14
YXN-62968,GPA-3178,90-105-1563,14
YXN-62968,GPA-3178,35-357-1938,5
SOD-35429,GPL-2715,96-000-2431,8
MYN-12522,GPL-5699,17-317-9778,18
MYN-12522,GPL-5699,24-187-6879,1
QWD-86474,GSU-2328,33-990-5149,11
ZAX-99759,GSU-3259,42-811-3974,14
KIA-16861,GTG-3344,56-727-7912,10
OPD-34081,GTG-6926,22-361-7394,18
ESY-59787,GTO-2819,25-833-2692,13
DMA-48071,GTO-9275,73-746-2303,9
HFI-23645,GTQ-2929,04-383-5009,2
KQD-47610,GTQ-7173,12-885-6135,1
BHQ-15247,GVS-3803,62-344-9942,4
BHQ-15247,GVS-3803,10-382-0091,11
BHQ-15247,GVS-3803,13-038-3266,3
BQM-88379,GVS-5855,17-524-3530,19
BQM-88379,GVS-5855,84-196-0823,17
XKZ-58530,GWI-9439,29-096-2247,6
XKZ-58530,GWI-9439,80-170-3703,3
XKZ-58530,GWI-9439,58-057-8966,15
XKZ-58530,GWI-9439,33-939-1022,3
ZCP-69930,GWM-1585,09-893-0868,6
ZCP-69930,GWM-1585,48-986-2953,19
RBJ-22883,GWM-4764,97-849-4693,11
RBJ-22883,GWM-4764,75-812-8157,13
RBJ-22883,GWM-4764,35-813-2768,7
OXE-64936,GWZ-3000,94-772-7241,17
RWW-28575,GWZ-3343,07-407-8266,7
KKO-90053,GWZ-8738,34-273-3640,20
KKO-90053,GWZ-8738,41-597-9556,15
CMI-41430,GXQ-4447,04-783-8390,2
BYH-56417,GXQ-7621,24-499-8485,8
AOR-15481,GYA-3254,78-646-8928,10
AOR-15481,GYA-3254,49-136-3149,4
AVH-73381,GYA-6913,81-430-7703,12
IWK-57089,GYC-1520,42-186-6656,6
IWK-57089,GYC-1520,05-970-5318,11
MRK-10741,GYC-7633,71-448-6664,15
MRK-10741,GYC-7633,94-527-8388,9
IRK-91133,GYF-1648,77-337-6396,10
IRK-91133,GYF-1648,62-826-9766,16
MLP-66980,GYF-5897,48-887-3743,7
IKG-51913,GYM-1748,94-291-1218,9
IKG-51913,GYM-1748,89-982-0349,10
IKG-51913,GYM-1748,57-316-6799,11
MAW-20885,GYM-7164,65-589-6508,17
ZFV-53477,GYV-9734,08-566-1525,1
ZFV-53477,GYV-9734,62-675-6608,10
ZFV-53477,GYV-9734,65-589-6508,18
WRO-25440,HBF-1732,13-565-5190,4
PKN-31478,HBF-8678,76-368-5961,3
PKN-31478,HBF-8678,93-188-8421,4
PKN-31478,HBF-8678,29-230-6631,5
ASF-42284,HDG-1965,29-537-1258,7
AMF-24071,HDG-9653,32-740-4812,10
AMF-24071,HDG-9653,51-163-6534,1
LUZ-12285,HDI-3979,24-198-8855,1
LUZ-12285,HDI-3979,29-901-6079,3
LUZ-12285,HDI-3979,81-430-7703,14
QWD-86474,HDI-4591,57-645-6511,9
LHX-00597,HEA-0215,89-008-8811,9
LHX-00597,HEA-0215,87-542-2374,20
PZB-33922,HEA-9573,82-082-0211,13
WSS-89437,HFM-1907,31-158-4715,7
PKX-19625,HFM-8386,25-623-6813,15
PKX-19625,HFM-8386,29-244-0977,8
PKX-19625,HFM-8386,02-432-4939,10
HYE-66745,HGE-4369,76-365-0172,5
FQM-34715,HGE-6319,99-653-8059,17
FQM-34715,HGE-6319,75-867-4873,13
FQM-34715,HGE-6319,70-405-0549,11
PFL-59126,HHO-0139,93-696-5981,2
PFL-59126,HHO-0139,62-215-1711,5
WHB-80863,HHO-4023,25-432-1704,14
ZHW-01464,HHT-5884,33-448-1950,17
IMJ-34713,HHZ-2367,00-940-2361,17
FSV-28476,HHZ-3138,34-885-5619,13
FSV-28476,HHZ-3138,33-332-7198,19
FSV-28476,HHZ-3138,85-608-2110,10
CIK-63950,HIF-3449,66-484-6519,18
CIK-63950,HIF-3449,77-690-2258,20
CIK-63950,HIF-3449,85-883-0273,9
DHT-25225,HIF-6160,72-174-0997,13
DHT-25225,HIF-6160,03-473-1590,8
XAL-14169,HIS-4689,18-541-2574,13
XAL-14169,HIS-4689,60-047-1175,19
XAL-14169,HIS-4689,94-859-3628,18
UQN-71766,HJH-1155,32-456-1132,3
OIO-75200,HJH-1962,50-213-7139,14
OIO-75200,HJH-1962,85-128-1876,11
SUM-52621,HKA-4276,77-690-2258,18
SUM-52621,HKA-4276,06-429-8278,5
NCJ-03725,HKA-7915,90-078-6038,7
NCJ-03725,HKA-7915,54-888-5102,20
NCJ-03725,HKA-7915,57-319-8186,14
KIC-74606,HKB-1381,47-986-3110,3
KIC-74606,HKB-1381,93-138-2604,1
OQH-68492,HKB-4005,00-014-1314,12
OQH-68492,HKB-4005,20-590-6535,11
NCU-43803,HKJ-6014,54-888-5102,20
JDG-70980,HKJ-6958,10-694-9762,19
JDG-70980,HKJ-6958,44-730-4998,20
BMZ-37405,HKL-7661,65-179-4512,2
BMZ-37405,HKL-7661,35-813-2768,17
BCN-11763,HKL-8822,31-471-2089,20
BCN-11763,HKL-8822,62-675-6608,19
TCR-35866,HMD-0165,87-867-8409,20
TCR-35866,HMD-0165,87-045-7617,1
RRD-24873,HMF-9138,05-778-7730,7
RRD-24873,HMF-9138,16-212-9898,11
SGQ-71639,HMT-3205,25-630-4737,11
SGQ-71639,HMT-3205,62-923-7406,16
MTC-94752,HMT-3357,73-262-6274,4
MTC-94752,HMT-3357,04-806-9817,14
MTC-94752,HMT-3357,92-903-1283,16
YFO-19978,HNP-4800,26-509-7486,3
QND-86180,HNP-7986,41-772-6262,15
QND-86180,HNP-7986,62-156-2167,11
WTN-50267,HNV-3169,35-021-8505,17
PML-24029,HNV-6071,41-328-7745,17
PML-24029,HNV-6071,86-089-6844,19
PML-24029,HNV-6071,80-112-3726,8
SWV-59927,HNW-2331,94-454-3723,10
SWV-59927,HNW-2331,25-215-5515,18
SWV-59927,HNW-2331,43-786-6628,9
UOY-19199,HOD-8731,31-961-0692,17
UOY-19199,HOD-8731,82-147-9350,19
RID-03725,HOG-2149,34-885-5619,2
MAW-20885,HOG-9586,88-020-4165,10
NNN-20285,HPS-2962,50-386-0005,14
NNN-20285,HPS-2962,85-505-6120,3
JJW-70882,HPS-7797,12-973-7202,3
JJW-70882,HPS-7797,28-913-3139,6
YDB-07606,HQT-1910,83-659-7003,15
QHY-80920,HQT-2703,08-724-0599,15
QHY-80920,HQT-2703,44-663-8767,15
QHY-80920,HQT-2703,13-149-4278,20
XOH-81381,HQU-5348,92-872-3947,2
XOH-81381,HQU-5348,22-923-3025,20
WTM-36992,HTC-1513,02-342-9795,7
PME-65620,HTC-3383,71-037-7529,13
PME-65620,HTC-3383,78-345-5609,20
YQO-96638,HUX-8533,20-052-1917,4
YQO-96638,HUX-8533,43-612-9451,10
YQO-96638,HUX-8533,56-402-6081,10
RBY-87869,HVF-1891,44-565-9973,11
RBY-87869,HVF-1891,21-287-3605,19
RBY-87869,HVF-1891,29-328-3654,2
ZDU-88623,HVF-3574,32-729-0633,2
TZK-03516,HXF-3310,62-344-9942,11
TZK-03516,HXF-3310,77-366-9333,3
TZK-03516,HXF-3310,31-897-4567,9
KUK-75858,HXO-3080,60-939-3181,16
KUK-75858,HXO-3080,01-876-4818,13
HIT-26425,HXO-6753,97-356-0921,1
HIT-26425,HXO-6753,32-343-2762,1
HIT-26425,HXO-6753,90-145-4578,15
FXN-53707,HYF-5140,62-880-5515,8
EKU-14560,HYF-5414,06-313-7699,7
EKU-14560,HYF-5414,86-985-8205,3
MOD-39400,HZQ-0273,90-806-5529,3
MOD-39400,HZQ-0273,99-803-8766,9
RWO-80666,HZQ-2476,32-169-1593,15
OPD-34081,IAB-1177,53-042-1501,14
OPD-34081,IAB-1177,85-213-9361,6
VJZ-97038,IAB-4641,84-172-2801,19
MFD-59251,IAM-8124,08-115-3988,12
INW-45170,IAM-8594,77-123-2297,5
INW-45170,IAM-8594,38-480-0304,13
INW-45170,IAM-8594,93-696-5981,17
GGP-05008,IAO-1064,28-380-7447,7
GGP-05008,IAO-1064,96-407-0793,9
JHB-90449,IAO-1324,73-746-2303,7
JHB-90449,IAO-1324,68-605-9700,13
JVE-25104,IBT-3169,18-751-1861,13
JVE-25104,IBT-3169,50-596-4877,17
NVZ-72081,IBT-8715,05-778-7730,18
NVZ-72081,IBT-8715,54-245-0160,1
UEW-03565,IBV-7592,88-478-2068,18
OCG-16513,IBV-9880,88-601-1709,10
OCG-16513,IBV-9880,71-373-7523,12
XYS-91170,ICB-5729,68-963-5883,17
XYS-91170,ICB-5729,03-319-7590,1
QEL-73614,ICB-6872,14-463-4219,16
QEL-73614,ICB-6872,77-690-2258,19
ZMI-98499,ICP-2189,66-172-5155,12
ZMI-98499,ICP-2189,33-671-5520,10
ZMI-98499,ICP-2189,60-285-3062,11
GEZ-08601,IDB-5714,64-131-4849,5
GEZ-08601,IDB-5714,86-872-8529,18
JEC-17480,IDB-6614,96-894-8380,1
WHB-10547,IDD-1652,00-039-6452,1
WHB-10547,IDD-1652,47-300-5792,20
TWE-00676,IDW-4434,67-247-6424,8
NWH-68847,IDW-9487,04-337-2891,4
NWH-68847,IDW-9487,87-749-5656,8
NWH-68847,IDW-9487,60-729-6044,7
ELR-67861,IEP-1209,06-609-9674,2
DFJ-54300,IEP-1294,73-174-4422,6
DFJ-54300,IEP-1294,12-885-6135,12
DFJ-54300,IEP-1294,37-167-1724,10
WZJ-48191,IGQ-2720,58-873-8980,19
PRY-55973,IGQ-7163,75-021-9888,11
ZIB-60373,IGR-3206,63-150-6353,20
ZIB-60373,IGR-3206,32-309-2457,5
JBG-18362,IHE-2243,30-614-1428,9
JBG-18362,IHE-2243,16-017-0808,20
MYO-10937,IHE-2800,59-048-2538,11
RCY-97051,IHI-2337,47-505-2493,5
RCY-97051,IHI-2337,59-871-3856,14
RCY-97051,IHI-2337,52-349-4814,4
ZFZ-01642,IHI-2682,97-113-5105,20
ZFZ-01642,IHI-2682,01-700-9655,17
BZO-89081,IHK-4185,97-383-2296,17
BZO-89081,IHK-4185,40-940-0123,15
BZO-89081,IHK-4185,55-154-9849,15
CMS-46190,IHK-5603,19-856-9562,8
VKE-08602,IIP-6549,21-766-7142,19
VKE-08602,IIP-6549,68-848-4770,15
FGG-98017,IJC-4312,22-112-0673,9
FGG-98017,IJC-4312,17-034-5155,18
HBD-99816,IJC-9031,36-900-2731,8
HBD-99816,IJC-9031,32-309-2457,4
FLF-32710,IJN-1067,97-894-2164,5
FLF-32710,IJN-1067,85-589-9448,17
FLF-32710,IJN-1067,84-506-7216,16
HMV-04314,IJN-9332,89-330-8496,1
HMV-04314,IJN-9332,69-770-5691,16
NOA-05708,IJO-0342,17-524-3530,20
NOA-05708,IJO-0342,46-384-5593,9
NOA-05708,IJO-0342,67-795-5740,20
TGE-89868,IJO-8036,82-023-9853,2
PCC-20414,IJP-1563,67-831-6440,17
PCC-20414,IJP-1563,08-579-9146,13
KNN-45155,IJP-8856,99-803-8766,19
KNN-45155,IJP-8856,45-450-4081,11
KNN-45155,IJP-8856,94-390-1947,15
VKE-08602,ILW-2337,67-200-7827,6
OQH-68492,ILW-6701,06-576-2456,3
OQH-68492,ILW-6701,11-922-2177,15
YIR-40381,ILZ-1381,99-293-0174,4
XWU-19562,IMG-1177,11-587-1855,18
PZB-33922,IMG-3882,73-394-8330,4
PZB-33922,IMG-3882,26-969-2460,5
SGQ-71639,IQC-7731,81-184-9787,15
SGQ-71639,IQC-7731,62-549-0675,11
IZD-59177,IQJ-3893,63-034-4031,18
IZD-59177,IQJ-3893,70-345-5629,5
IZD-59177,IQJ-3893,41-328-7745,7
MWK-21287,IQJ-9240,40-320-8545,8
GFX-78117,IRD-4941,87-414-9382,6
GFX-78117,IRD-4941,06-429-8278,17
JGU-09700,IRD-5007,08-343-6235,10
JGU-09700,IRD-5007,65-670-3955,9
LSP-41166,ISK-5530,55-995-2675,3
HYE-66745,ISK-8691,40-320-8545,4
HYE-66745,ISK-8691,67-200-7827,10
SXK-51603,ISZ-3855,85-162-7790,4
SXK-51603,ISZ-3855,23-384-6715,7
TWC-17881,ITK-3225,07-996-3308,11
TWC-17881,ITK-3225,76-564-6500,12
PYC-11977,IUD-0422,94-218-6034,1
PYC-11977,IUD-0422,66-067-1770,2
PYC-11977,IUD-0422,72-615-3589,12
XUT-07777,IUD-8762,43-738-2296,18
XUT-07777,IUD-8762,08-440-3373,9
QHK-84327,IVT-2439,00-046-2275,15
QHK-84327,IVT-2439,90-145-4578,13
YCG-95880,IVT-7758,18-751-1861,9
ZTZ-48921,IVZ-9233,53-085-2967,19
ZTZ-48921,IVZ-9233,25-775-6567,6
EKY-98964,IWH-4698,20-577-6526,5
EKY-98964,IWH-4698,01-587-5587,13
DEJ-43115,IWH-6834,14-712-4363,17
DEJ-43115,IWH-6834,68-514-5147,14
HTW-70988,IWY-6470,31-879-2034,20
FNT-52348,IWY-7057,58-584-9891,12
FNT-52348,IWY-7057,24-054-3805,10
CTA-73375,IZC-1350,20-052-1917,15
CTA-73375,IZC-1350,01-641-2902,6
DYU-51215,IZC-2345,22-829-4607,13
DYU-51215,IZC-2345,42-443-6110,3
GIR-16621,JAL-3804,82-766-2339,6
ERN-41709,JAL-4635,76-903-3559,5
ERN-41709,JAL-4635,70-990-3946,18
VKK-70651,JAU-6446,44-270-9009,11
VKK-70651,JAU-6446,29-497-5703,11
VKK-70651,JAU-6446,60-939-3181,6
RHJ-93702,JBC-7879,48-257-8759,20
RHJ-93702,JBC-7879,39-354-0460,9
MAP-01921,JBC-9625,93-085-3402,13
MAP-01921,JBC-9625,70-990-3946,10
MAP-01921,JBC-9625,97-019-3404,6
EJI-39703,JBH-3616,80-994-3188,1
FSA-92921,JBH-5208,31-961-0692,8
FNG-65785,JBS-3757,58-584-9891,3
